stop_id,stop_code,stop_name,stop_desc,stop_lat,stop_lon,zone_id,stop_url,location_type,parent_station,stop_timezone,wheelchair_boarding
15677,,Bănila Câlnic h.,,45.358257294,21.892520905,,,0,,,0
15706,,Boldur h.,,45.67673111,21.795589447,,,0,,,0
15720,,Sinia Hm.,,45.684833527,21.717245102,,,0,,,0
15732,,Căpăt h.,,45.690376282,21.657939911,,,0,,,0
15756,,Buziaş,,45.657836914,21.580406189,,,0,,,0
15835,,Gătaia,,45.422622681,21.42832756,,,0,,,0
15914,,Timişoara Sud,,45.715358734,21.203386307,,,0,,,0
15938,,Timisoara C.E.T.,,45.698554993,21.200183868,,,0,,,0
15940,,Timişeni Hm.,,45.652393341,21.180400848,,,0,,,0
15964,,Pădureni Timiş  P.M.,,45.593177795,21.193092346,,,0,,,0
15988,,Jebel,,45.556598663,21.197881699,,,0,,,0
16009,,Voiteni,,45.475475311,21.223247528,,,0,,,0
16023,,Birda hcv.,,45.442432404,21.328859329,,,0,,,0
16047,,Măureni hc.,,45.422481537,21.511255264,,,0,,,0
16061,,Gherteniş hc.,,45.421009064,21.587818146,,,0,,,0
16073,,Berzovia,,45.417900085,21.633302689,,,0,,,0
16114,,Bocşa Română hc.,,45.376758575,21.709920883,,,0,,,0
16126,,Vasiova,,45.380527496,21.759973526,,,0,,,0
16140,,Bocşa Montană hc.,,45.381603241,21.780672073,,,0,,,0
16152,,Colţan h.,,45.367698669,21.801927567,,,0,,,0
16164,,Moniom h.,,45.352825165,21.830238342,,,0,,,0
16176,,Câlnic h.,,45.334384918,21.858297348,,,0,,,0
16205,,Reşiţa Nord,,45.322582245,21.872034073,,,0,,,0
16281,,Reşiţa Sud Hm.,,45.291481018,21.888526917,,,0,,,0
16308,,Giroc h.,,45.710666656,21.211250305,,,0,,,0
16310,,Semenic Hm.,,45.70627594,21.235517502,,,0,,,0
16334,,Urseni h.,,45.696258545,21.308574677,,,0,,,0
16358,,Uliuc h.,,45.680328369,21.366674423,,,0,,,0
16372,,Sacoşu Mic,,45.664848328,21.426675797,,,0,,,0
16396,,Chevereş h.,,45.655044556,21.494142532,,,0,,,0
16401,,Bacova h.,,45.658836365,21.551750183,,,0,,,0
16607,,Deta Hm.,,45.396602631,21.230669022,,,0,,,0
16621,,Denta h.,,45.345603943,21.235429764,,,0,,,0
16645,,Stamora Moraviţa,,45.273216248,21.255645752,,,0,,,0
16712,,Fizeş hc.,,45.363975525,21.594640732,,,0,,,0
16724,,Tirol hc.,,45.336448669,21.600349426,,,0,,,0
16736,,Doclin hc.,,45.313957214,21.627416611,,,0,,,0
16748,,Surduc Banat Hm.,,45.264362335,21.585584641,,,0,,,0
16750,,Forotic hc.,,45.227806091,21.57365799,,,0,,,0
16774,,Comorâşte h.,,45.178337097,21.555566788,,,0,,,0
16798,,Grădinari Caraş Hm.,,45.117061615,21.595630646,,,0,,,0
16803,,Greoni h.,,45.100517273,21.628290176,,,0,,,0
16815,,Ticvanu Mic h.,,45.091838837,21.671298981,,,0,,,0
16827,,Agadici h.,,45.076225281,21.702571869,,,0,,,0
16841,,Oraviţa,,45.036689758,21.687759399,,,0,,,0
16968,,Brădişoru de Jos h.,,45.0742836,21.712291718,,,0,,,0
16970,,Lişava Hm.,,45.105125427,21.780813217,,,0,,,0
16982,,Ciudanoviţa Pam.,,45.128219604,21.787746429,,,0,,,0
17003,,Gârlişte Hm.,,45.145462036,21.825128555,,,0,,,0
17015,,Anina,,45.088935852,21.852716446,,,0,,,0
17053,,Timişoara Vest Hm.,,45.724433899,21.168970108,,,0,,,0
17091,,Utvin h.,,45.70514679,21.127147675,,,0,,,0
17106,,Sânmihai h.,,45.690158844,21.10594368,,,0,,,0
17120,,Parţa h.,,45.645141602,21.130220413,,,0,,,0
17144,,Peciu Nou h.,,45.597961426,21.052330017,,,0,,,0
17168,,Cebza h.,,45.565738678,21.001737595,,,0,,,0
17170,,Giulvăz h,,45.548778534,20.995307922,,,0,,,0
17194,,Rudna hc.,,45.503433228,21.003688812,,,0,,,0
17211,,Cruceni hcv.,,45.470993042,20.872110367,,,0,,,0
17417,,Bucureşti Nord Gr.B,,44.449478149,26.069263458,,,0,,,0
17479,,Bucureşti Triaj hc.,,44.476455688,26.028152466,,,0,,,0
17728,,P. M. Ram. Ploieşti Tj.,,44.901550293,26.014551163,,,0,,,0
18007,,Gârbovu h.,,44.732810974,23.357442856,,,0,,,0
18019,,Sărdăneşti h.,,44.761985779,23.363882065,,,0,,,0
18033,,Plopşoru,,44.801334381,23.334150314,,,0,,,0
18069,,Peşteana Jiu h.,,44.835861206,23.300823212,,,0,,,0
18071,,Bâlteni h.,,44.859340668,23.273345947,,,0,,,0
18095,,Vlăduleni Gorj h.,,44.885463715,23.233234406,,,0,,,0
18100,,Roşia Jiu h.,,44.895465851,23.198036194,,,0,,,0
18112,,Rovinari Sud h.,,44.898731232,23.170833588,,,0,,,0
18667,,Canton 97+770 h.,,44.827957153,25.002700806,,,0,,,0
20012,,Bartolomeu,,45.662857056,25.574548721,,,0,,,0
20036,,Ghimbav Hm.,,45.669532776,25.509822845,,,0,,,0
20050,,Codlea Hm.,,45.693828583,25.457174301,,,0,,,0
20074,,Dumbrăviţa Bârsei Hm.,,45.762378693,25.433395386,,,0,,,0
20086,,Vlădeni Ardeal,,45.763679504,25.373809814,,,0,,,0
20103,,Valea Homorod h.,,45.751850128,25.31208992,,,0,,,0
20127,,Brădet Hm.,,45.753948212,25.250022888,,,0,,,0
20141,,Perşani h.,,45.787185669,25.197637558,,,0,,,0
20165,,Şercaia Hm.,,45.816085815,25.149618149,,,0,,,0
20177,,Şercaia h.,,45.825283051,25.142383575,,,0,,,0
20206,,Mândra Oltului h.,,45.824684143,25.048585892,,,0,,,0
20232,,Făgăraş,,45.830245972,24.975585938,,,0,,,0
20244,,Beclean pe Olt h.,,45.835800171,24.923660278,,,0,,,0
20268,,Dridif h.,,45.82535553,24.875715256,,,0,,,0
20270,,Voila Hm.,,45.819355011,24.833421707,,,0,,,0
20294,,Olteţ h.,,45.805164337,24.75810051,,,0,,,0
20309,,Viştea h.,,45.79813385,24.714708328,,,0,,,0
20311,,Ucea,,45.79265213,24.678020477,,,0,,,0
20359,,Arpaş Hm.,,45.784828186,24.61214447,,,0,,,0
20361,,Cârţa h.,,45.783348083,24.573825836,,,0,,,0
20373,,Scoreiu h.,,45.771560669,24.530359268,,,0,,,0
20385,,Sărata Colun h.,,45.763134003,24.502347946,,,0,,,0
20397,,Porumbacu Hm.,,45.76663208,24.456205368,,,0,,,0
20414,,Avrig Hm.,,45.732273102,24.373781204,,,0,,,0
20440,,Mârşa h.,,45.701652527,24.36031723,,,0,,,0
20464,,Racoviţa h.,,45.688236237,24.340297699,,,0,,,0
20476,,Sebeş Olt h.,,45.668266296,24.315835953,,,0,,,0
20490,,Podu Olt,,45.662242889,24.298633575,,,0,,,0
20517,,Tălmaciu Hm.,,45.670074463,24.266124725,,,0,,,0
20531,,Veştem h.,,45.722270966,24.227121353,,,0,,,0
20543,,Mohu h.,,45.740577698,24.212686539,,,0,,,0
20567,,Sibiu Gr.Şelimbăr Hm.,,45.769199371,24.199920654,,,0,,,0
20622,,Sibiu Triaj,,45.783760071,24.183441162,,,0,,,0
20634,,Atelier Zona h,,45.789375305,24.176387787,,,0,,,0
20646,,Sibiu Triaj h.,,45.780117035,24.187538147,,,0,,,0
20658,,Sibiu,,45.799766541,24.162294388,,,0,,,0
20713,,Sibiu h.(210),,45.811153412,24.148313522,,,0,,,0
20749,,Turnişor Hm.,,45.80116272,24.130273819,,,0,,,0
20775,,Cristian Sibiu h.,,45.776813507,24.024383545,,,0,,,0
20787,,Orlat,,45.761394501,23.972038269,,,0,,,0
20799,,Sibiel h.,,45.765522003,23.940908432,,,0,,,0
20804,,Săcelu Sibiului h.,,45.787624359,23.942754745,,,0,,,0
20816,,Sălişte Hm.,,45.807247162,23.900289536,,,0,,,0
20830,,Aciliu h.,,45.817279816,23.876319885,,,0,,,0
20842,,Tilişca h.,,45.824745178,23.846935272,,,0,,,0
20866,,Apoldu de Sus Hm.,,45.851257324,23.803783417,,,0,,,0
20880,,Apoldu de Jos h.,,45.877998352,23.833127975,,,0,,,0
20892,,Miercurea Sibiu Hm.,,45.891368866,23.800331116,,,0,,,0
20919,,Băile Miercurea h.,,45.908576965,23.738773346,,,0,,,0
